state,county,state_fips,zip_code
TX,Willacy,48,78590
TX,Williamson,48,76530
TX,Wilson,48,78147
TX,Winkler,48,79789
TX,Wise,48,76073
TX,Wood,48,75783
TX,Yoakum,48,79355
TX,Young,48,76481
TX,Zapata,48,78067
TX,Zavala,48,78829
UT,Beaver,49,84731
UT,Box Elder,49,83312
UT,Cache,49,84308
UT,Carbon,49,84520
UT,Daggett,49,84023
UT,Davis,49,84010
UT,Duchesne,49,84001
UT,Emery,49,84513
UT,Garfield,49,84716
UT,Grand,49,84515
UT,Iron,49,84714
UT,Juab,49,84639
UT,Kane,49,84710
UT,Millard,49,84624
UT,Piute,49,84723
UT,Rich,49,84038
UT,Salt Lake,49,84047
UT,San Juan,49,81324
UT,Sanpete,49,84621
UT,Sevier,49,84620
UT,Summit,49,84017
UT,Tooele,49,84029
UT,Uintah,49,84026
UT,Utah,49,84005
UT,Wasatch,49,84032
UT,Washington,49,84722
UT,Wayne,49,84715
UT,Weber,49,84067
VA,Accomack,51,23301
VA,Albemarle,51,22911
VA,Alexandria,51,22301
VA,Alleghany,51,24474
VA,Appomattox,51,24593
VA,Arlington,51,22201
VA,Augusta,51,22843
VA,Bath,51,24412
VA,Bedford,51,24174
VA,Botetourt,51,24083
VA,Bristol,51,24201
VA,Brunswick,51,23821
VA,Buchanan,51,24603
VA,Campbell,51,24554
VA,Caroline,51,22427
VA,Carroll,51,24325
VA,Charlotte,51,23959
VA,Chesapeake,51,23320
VA,Chesterfield,51,23112
VA,Craig,51,24131
VA,Culpeper,51,22714
VA,Dickenson,51,24220
VA,Dinwiddie,51,23840
VA,Essex,51,22454
VA,Fairfax,51,20171
VA,Fauquier,51,20139
VA,Floyd,51,24072
VA,Fluvanna,51,22963
VA,Franklin,51,24092
VA,Frederick,51,22624
VA,Giles,51,24086
VA,Goochland,51,23063
VA,Grayson,51,24348
VA,Greensville,51,23879
VA,Halifax,51,24520
VA,Hampton,51,23651
VA,Hanover,51,23005
VA,Henrico,51,23060
VA,Henry,51,24078
VA,Highland,51,24413
VA,Isle of Wight,51,23487
VA,James City,51,23168
VA,King George,51,22448
VA,King and Queen,51,23161
VA,Lancaster,51,22480
VA,Lee,51,24243
VA,Loudoun,51,20129
VA,Lunenburg,51,23952
VA,Madison,51,22709
VA,Mathews,51,23021
VA,Mecklenburg,51,23915
VA,Middlesex,51,23043
VA,Montgomery,51,24073
VA,Nelson,51,22949
VA,New Kent,51,23141
VA,Newport News,51,23606
VA,Norfolk,51,23503
VA,Northampton,51,23307
VA,Northumberland,51,22432
VA,Orange,51,22433
VA,Patrick,51,24076
VA,Pittsylvania,51,24069
VA,Portsmouth,51,23701
VA,Prince William,51,20136
VA,Rappahannock,51,22747
VA,Richmond,51,22548
VA,Roanoke,51,24013
VA,Rockbridge,51,24415
VA,Rockingham,51,22811
VA,Russell,51,24224
VA,Scott,51,24245
VA,Shenandoah,51,22644
VA,Smyth,51,24311
VA,Southampton,51,23827
VA,Spotsylvania,51,22534
VA,Stafford,51,22554
VA,Suffolk,51,23436
VA,Surry,51,23846
VA,Sussex,51,23891
VA,Tazewell,51,24601
VA,Virginia Beach,51,23451
VA,Washington,51,24211
VA,Westmoreland,51,22488
VA,Wise,51,24293
VA,Wythe,51,24323
VA,York,51,23696
VT,Addison,50,05443
VT,Bennington,50,05201
VT,Caledonia,50,05042
VT,Chittenden,50,05401
VT,Essex,50,05858
VT,Franklin,50,05447
VT,Grand Isle,50,05440
VT,Lamoille,50,05442
VT,Orange,50,05033
VT,Orleans,50,05820
VT,Rutland,50,05701
VT,Washington,50,05602
VT,Windham,50,05101
VT,Windsor,50,05001
WA,Asotin,53,99401
WA,Benton,53,99320
WA,Chelan,53,98811
WA,Clallam,53,98305
WA,Clark,53,98604
WA,Columbia,53,99328
WA,Cowlitz,53,98625
WA,Douglas,53,98802
WA,Ferry,53,99118
WA,Franklin,53,99330
WA,Grant,53,98837
WA,Grays Harbor,53,98520
WA,Island,53,98236
WA,Jefferson,53,98320
WA,King,53,98001
WA,Kitsap,53,98110
WA,Kittitas,53,98926
WA,Klickitat,53,98602
WA,Lewis,53,98336
WA,Lincoln,53,99117
WA,Mason,53,98524
WA,Okanogan,53,98814
WA,Pacific,53,98527
WA,Pend Oreille,53,99119
WA,Pierce,53,98303
WA,San Juan,53,98222
WA,Skagit,53,98232
WA,Skamania,53,98639
WA,Snohomish,53,98012
WA,Spokane,53,99001
WA,Stevens,53,99034
WA,Thurston,53,98501
WA,Wahkiakum,53,98612
WA,Walla Walla,53,99323
WA,Whatcom,53,98220
WA,Whitman,53,99017
WA,Yakima,53,98902
WI,Adams,55,53936
WI,Ashland,55,54527
WI,Barron,55,54805
WI,Bayfield,55,54814
WI,Brown,55,54180
WI,Buffalo,55,54610
WI,Burnett,55,54845
WI,Calumet,55,54123
WI,Chippewa,55,54732
WI,Clark,55,54437
WI,Columbia,55,53955
WI,Crawford,55,53826
WI,Dane,55,53515
WI,Dodge,55,53032
WI,Door,55,54202
WI,Douglas,55,54836
WI,Dunn,55,54725
WI,Eau Claire,55,54720
WI,Florence,55,54121
WI,Fond du Lac,55,53019
WI,Forest,55,54511
WI,Grant,55,53804
WI,Green,55,53502
WI,Green Lake,55,54941
WI,Iowa,55,53506
WI,Iron,55,54534
WI,Jackson,55,54611
WI,Jefferson,55,53038
WI,Juneau,55,53950
WI,Kenosha,55,53104
WI,Kewaunee,55,54216
WI,La Crosse,55,54601
WI,Lafayette,55,53510
WI,Langlade,55,54418
WI,Lincoln,55,54442
WI,Manitowoc,55,53063
WI,Marathon,55,54401
WI,Marinette,55,54102
WI,Marquette,55,53953
WI,Menominee,55,54135
WI,Milwaukee,55,53110
WI,Monroe,55,54648
WI,Oconto,55,54101
WI,Oneida,55,54463
WI,Outagamie,55,54113
WI,Ozaukee,55,53024
WI,Pierce,55,54003
WI,Polk,55,54001
WI,Portage,55,54467
WI,Price,55,54515
WI,Racine,55,53404
WI,Richland,55,53581
WI,Rock,55,53505
WI,Rusk,55,54526
WI,Sauk,55,53577
WI,Sawyer,55,54828
WI,Shawano,55,54127
WI,Sheboygan,55,53001
WI,St. Croix,55,54002
WI,Taylor,55,54447
WI,Trempealeau,55,54773
WI,Vernon,55,54621
WI,Vilas,55,54512
WI,Walworth,55,53121
WI,Washburn,55,54875
WI,Washington,55,53002
WI,Waukesha,55,53007
WI,Waupaca,55,54949
WI,Waushara,55,54965
WI,Winnebago,55,54901
WI,Wood,55,54410
WV,Berkeley,54,25401
WV,Boone,54,25021
WV,Braxton,54,26601
WV,Brooke,54,26030
WV,Cabell,54,25537
WV,Calhoun,54,25261
WV,Clay,54,25030
WV,Fayette,54,25002
WV,Gilmer,54,26342
WV,Grant,54,26720
WV,Greenbrier,54,24901
WV,Hampshire,54,25431
WV,Hancock,54,26034
WV,Hardy,54,26801
WV,Harrison,54,26301
WV,Jackson,54,25262
WV,Jefferson,54,25414
WV,Kanawha,54,25015
WV,Lincoln,54,25540
WV,Logan,54,25076
WV,Marion,54,26571
WV,Marshall,54,26031
WV,Mason,54,25106
WV,McDowell,54,24604
WV,Mercer,54,24701
WV,Mineral,54,26753
WV,Mingo,54,25651
WV,Monongalia,54,26501
WV,Monroe,54,24945
WV,Nicholas,54,26202
WV,Ohio,54,26059
WV,Pendleton,54,26802
WV,Pleasants,54,26134
WV,Pocahontas,54,24915
WV,Preston,54,26410
WV,Putnam,54,25011
WV,Raleigh,54,25007
WV,Randolph,54,26230
WV,Ritchie,54,26327
WV,Roane,54,25005
WV,Summers,54,24935
WV,Taylor,54,26424
WV,Tucker,54,26269
WV,Tyler,54,26149
WV,Upshur,54,26228
WV,Wayne,54,25511
WV,Webster,54,26203
WV,Wirt,54,26160
WV,Wood,54,26101
WV,Wyoming,54,24719
WY,Albany,56,82051
WY,Big Horn,56,82410
WY,Campbell,56,82716
WY,Carbon,56,82321
WY,Crook,56,82710
WY,Fremont,56,82501
WY,Goshen,56,82212
WY,Hot Springs,56,82443
WY,Johnson,56,82640
WY,Laramie,56,82001
WY,Lincoln,56,83101
WY,Natrona,56,82601
WY,Niobrara,56,82222
WY,Park,56,82433
WY,Platte,56,82214
WY,Sheridan,56,82801
WY,Sublette,56,82922
WY,Sweetwater,56,82322
WY,Teton,56,83001
WY,Uinta,56,82930
WY,Weston,56,82723
